index,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,country,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,voted,married,familysize,ASD,nerdiness
1637,4.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,4.0,5.0,3.0,3.0,USA,375,106,157,3.0,2.0,4.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1.0,2,3.0,1.0,16,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1
1638,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,1.0,5.0,4.0,2.0,3.0,POL,19,92,145,1.0,1.0,3.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1.0,2,2.0,2.0,17,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1
1639,3.0,2.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,USA,2,222,1093,1.0,2.0,5.0,3.0,3.0,5.0,4.0,1.0,3.0,3.0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2.0,2,2.0,1.0,32,1.0,12.0,1.0,2.0,1.0,1.0,2.0,0
1640,4.0,5.0,3.0,5.0,4.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,2.0,4.0,1.0,1.0,2.0,4.0,4.0,3.0,5.0,1.0,1.0,5.0,4.0,3.0,CAN,12,94,152,3.0,2.0,5.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4.0,1,1.0,1.0,42,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0
1641,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,1.0,5.0,USA,2,92,142,4.0,3.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,1.0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,,3,2.0,1.0,14,1.0,12.0,5.0,2.0,1.0,1.0,2.0,1
1642,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,5.0,3.0,5.0,2.0,5.0,4.0,4.0,5.0,USA,2,292,157,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,1.0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,2.0,2,2.0,1.0,16,2.0,1.0,2.0,2.0,1.0,6.0,2.0,0
1643,5.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,2.0,5.0,1.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,5.0,USA,34,158,257,1.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,1.0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2.0,2,2.0,1.0,17,1.0,5.0,4.0,2.0,1.0,4.0,2.0,0
1644,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,1.0,5.0,3.0,1.0,2.0,4.0,5.0,3.0,5.0,PHL,23,68,102,1.0,5.0,3.0,3.0,4.0,5.0,2.0,3.0,2.0,4.0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,3.0,2,1.0,2.0,22,1.0,4.0,1.0,2.0,1.0,4.0,2.0,1
1645,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,GBR,16,138,244,1.0,4.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,2.0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,3.0,3,2.0,2.0,22,1.0,4.0,1.0,2.0,1.0,1.0,2.0,0
1646,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,2.0,4.0,4.0,2.0,5.0,4.0,2.0,4.0,USA,5,111,217,4.0,3.0,3.0,5.0,3.0,2.0,3.0,3.0,1.0,1.0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,2.0,2,2.0,1.0,18,1.0,4.0,2.0,1.0,1.0,3.0,2.0,0
1647,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,1.0,2.0,2.0,5.0,5.0,4.0,4.0,2.0,4.0,5.0,4.0,5.0,USA,397,394,216,4.0,4.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2.0,2,1.0,1.0,45,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1
1648,5.0,4.0,4.0,5.0,3.0,5.0,3.0,5.0,4.0,5.0,1.0,3.0,5.0,5.0,2.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,,USA,6,118,154,3.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,4.0,1.0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3.0,2,2.0,1.0,22,1.0,6.0,1.0,2.0,1.0,3.0,2.0,1
1649,1.0,3.0,2.0,1.0,1.0,3.0,5.0,1.0,5.0,1.0,3.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,BRA,22,766,188,5.0,4.0,1.0,5.0,5.0,1.0,5.0,4.0,5.0,1.0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1.0,3,2.0,2.0,14,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0
1650,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,5.0,1.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,5.0,4.0,1.0,4.0,USA,15,83,107,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4.0,2,2.0,1.0,30,1.0,2.0,1.0,1.0,1.0,4.0,2.0,0
1651,4.0,1.0,5.0,2.0,4.0,5.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,2.0,3.0,1.0,3.0,DEU,43,71,132,2.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1.0,2,2.0,1.0,13,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0
1652,4.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,USA,11,91,152,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,2.0,3,2.0,1.0,17,1.0,1.0,4.0,2.0,1.0,6.0,2.0,1
1653,2.0,4.0,4.0,2.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,2.0,2.0,5.0,2.0,3.0,4.0,4.0,4.0,5.0,PHL,189,104,151,4.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3.0,2,1.0,2.0,22,1.0,4.0,2.0,1.0,1.0,2.0,2.0,0
1654,1.0,4.0,4.0,1.0,2.0,3.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,1.0,4.0,ITA,3,82,136,4.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2.0,3,2.0,2.0,18,1.0,1.0,,1.0,1.0,1.0,2.0,0
1655,5.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,4.0,5.0,1.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0,2.0,5.0,3.0,2.0,3.0,5.0,2.0,5.0,USA,53,70,107,4.0,2.0,5.0,3.0,4.0,3.0,3.0,4.0,2.0,1.0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,3.0,3,2.0,2.0,22,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1
1656,5.0,2.0,4.0,5.0,5.0,1.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,AUS,9,154,184,3.0,2.0,4.0,5.0,4.0,4.0,5.0,2.0,3.0,1.0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,2.0,3,2.0,1.0,16,1.0,7.0,1.0,2.0,1.0,3.0,2.0,0
1657,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,5.0,2.0,4.0,2.0,3.0,5.0,5.0,4.0,5.0,DEU,99,78,127,3.0,3.0,4.0,4.0,5.0,5.0,4.0,2.0,3.0,2.0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,3.0,1,2.0,2.0,27,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1
1658,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,USA,27,226,387,5.0,3.0,3.0,5.0,3.0,5.0,5.0,3.0,2.0,1.0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2.0,2,2.0,1.0,45,1.0,6.0,2.0,1.0,2.0,4.0,2.0,1
1659,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,TUR,3,167,275,2.0,5.0,3.0,2.0,5.0,4.0,2.0,4.0,4.0,1.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2.0,3,1.0,2.0,18,1.0,2.0,4.0,2.0,1.0,3.0,2.0,1
1660,5.0,1.0,5.0,1.0,4.0,4.0,5.0,1.0,5.0,5.0,1.0,5.0,4.0,3.0,1.0,1.0,2.0,5.0,1.0,5.0,1.0,1.0,4.0,5.0,1.0,5.0,USA,2,68,123,3.0,1.0,5.0,1.0,5.0,4.0,5.0,3.0,5.0,3.0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,4.0,1,2.0,1.0,36,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1
1661,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,1.0,3.0,5.0,5.0,5.0,USA,4,95,154,3.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,2.0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1.0,2,1.0,1.0,16,1.0,9.0,5.0,2.0,1.0,2.0,2.0,1
1662,3.0,5.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,DEU,2,97,165,2.0,3.0,5.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3.0,2,3.0,2.0,39,1.0,4.0,5.0,2.0,3.0,3.0,2.0,1
1663,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,USA,3,101,214,3.0,3.0,3.0,3.0,5.0,4.0,4.0,1.0,3.0,2.0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2.0,2,1.0,1.0,18,1.0,9.0,1.0,1.0,1.0,2.0,2.0,1
1664,2.0,5.0,1.0,1.0,1.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,5.0,5.0,1.0,5.0,USA,4,155,274,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1,2.0,1.0,38,,7.0,1.0,2.0,,1.0,2.0,0
1665,4.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,4.0,1.0,3.0,5.0,5.0,2.0,5.0,1.0,4.0,3.0,4.0,4.0,4.0,USA,337,143,262,3.0,3.0,5.0,4.0,5.0,5.0,3.0,2.0,3.0,2.0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1.0,1,1.0,1.0,13,1.0,7.0,,2.0,1.0,4.0,2.0,1
1666,2.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,3.0,3.0,MEX,2,80,148,1.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2.0,2,1.0,1.0,18,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0
1667,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,1.0,4.0,2.0,1.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,MEX,2527,1156,93,3.0,4.0,3.0,2.0,5.0,5.0,3.0,4.0,2.0,2.0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,2.0,2,1.0,2.0,28,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0
1668,4.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,,4879,281,193,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,4.0,2,2.0,1.0,24,2.0,1.0,4.0,2.0,1.0,2.0,1.0,1
1669,5.0,4.0,4.0,4.0,2.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,5.0,3.0,4.0,1.0,1.0,5.0,4.0,4.0,USA,2,106,149,3.0,1.0,4.0,2.0,5.0,4.0,4.0,3.0,4.0,2.0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,3.0,2,1.0,1.0,58,1.0,3.0,1.0,1.0,2.0,2.0,2.0,0
1670,4.0,4.0,5.0,5.0,4.0,5.0,5.0,2.0,4.0,5.0,4.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,2.0,5.0,3.0,5.0,USA,7,140,102,4.0,2.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3.0,3,2.0,2.0,21,1.0,4.0,1.0,1.0,1.0,2.0,2.0,0
1671,1.0,5.0,3.0,3.0,4.0,3.0,5.0,2.0,5.0,4.0,4.0,4.0,2.0,4.0,1.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,4.0,5.0,AUS,4,95,118,4.0,3.0,4.0,2.0,5.0,3.0,5.0,3.0,4.0,1.0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,3.0,2,1.0,1.0,37,1.0,1.0,1.0,2.0,3.0,5.0,2.0,0
1672,4.0,3.0,3.0,5.0,5.0,3.0,5.0,1.0,5.0,4.0,2.0,5.0,2.0,5.0,1.0,1.0,3.0,4.0,3.0,4.0,1.0,1.0,4.0,5.0,5.0,5.0,USA,36,129,142,4.0,1.0,5.0,4.0,5.0,2.0,5.0,2.0,4.0,2.0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3.0,2,1.0,1.0,23,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1
1673,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,2.0,5.0,4.0,5.0,USA,41,115,109,3.0,4.0,1.0,5.0,3.0,3.0,4.0,2.0,1.0,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,2,2.0,1.0,38,1.0,12.0,2.0,2.0,2.0,2.0,2.0,1
1674,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,POL,6,113,184,1.0,3.0,2.0,4.0,4.0,5.0,2.0,5.0,3.0,1.0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1.0,2,2.0,2.0,16,2.0,6.0,5.0,2.0,1.0,3.0,2.0,1
1675,2.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,3.0,USA,16,157,206,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,4.0,2,1.0,1.0,55,2.0,6.0,1.0,1.0,2.0,4.0,2.0,0
1676,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,5.0,5.0,4.0,5.0,USA,91,102,284,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3.0,1,2.0,2.0,24,1.0,2.0,3.0,1.0,1.0,3.0,2.0,0
1677,4.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,4.0,2.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,2.0,1.0,5.0,USA,19342,403,184,2.0,2.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2.0,2,2.0,1.0,18,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1
1678,5.0,5.0,5.0,5.0,,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,USA,124,51,106,1.0,3.0,4.0,4.0,3.0,5.0,5.0,3.0,4.0,1.0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,3.0,2,1.0,1.0,32,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1
1679,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,1.0,4.0,5.0,4.0,5.0,USA,12,126,226,1.0,3.0,3.0,2.0,5.0,5.0,3.0,4.0,3.0,1.0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1.0,1,2.0,1.0,17,1.0,7.0,1.0,2.0,1.0,4.0,2.0,1
1680,4.0,4.0,5.0,4.0,5.0,2.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,,3.0,2.0,5.0,2.0,4.0,SVN,3,235,123,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2.0,1,2.0,2.0,16,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0
1681,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,1.0,4.0,4.0,5.0,4.0,5.0,USA,293,69,101,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,2.0,3,1.0,1.0,26,1.0,5.0,2.0,2.0,2.0,4.0,2.0,1
1682,5.0,4.0,1.0,5.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,1.0,4.0,1.0,5.0,4.0,1.0,3.0,CAN,667,80,96,3.0,5.0,3.0,1.0,4.0,3.0,3.0,4.0,3.0,5.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2.0,1,2.0,1.0,23,1.0,12.0,5.0,1.0,1.0,2.0,2.0,0
1683,4.0,1.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,1.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,1.0,3.0,5.0,5.0,2.0,5.0,MEX,882,856,196,1.0,4.0,5.0,4.0,3.0,5.0,5.0,1.0,3.0,3.0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3.0,3,1.0,2.0,29,1.0,10.0,1.0,2.0,3.0,3.0,1.0,1
1684,5.0,5.0,1.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,5.0,1.0,2.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,USA,8,135,183,5.0,5.0,5.0,1.0,5.0,1.0,3.0,1.0,5.0,1.0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,2.0,3,1.0,1.0,48,3.0,2.0,2.0,1.0,3.0,3.0,2.0,1
1685,1.0,2.0,5.0,3.0,5.0,3.0,2.0,5.0,3.0,5.0,2.0,2.0,4.0,2.0,3.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,USA,2,76,153,3.0,1.0,5.0,5.0,5.0,3.0,5.0,1.0,3.0,1.0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2.0,1,2.0,1.0,20,1.0,7.0,1.0,1.0,1.0,4.0,2.0,1
1686,5.0,4.0,,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,5.0,3.0,3.0,5.0,4.0,2.0,4.0,3.0,2.0,4.0,5.0,3.0,4.0,HKG,3,62,89,2.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1.0,3,2.0,1.0,14,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1
1687,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,USA,1,70,118,4.0,5.0,4.0,4.0,3.0,1.0,1.0,4.0,3.0,3.0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,3.0,2,1.0,1.0,36,1.0,4.0,1.0,1.0,1.0,4.0,2.0,1
1688,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,4.0,3.0,1.0,1.0,DEU,52,99,145,4.0,4.0,3.0,2.0,5.0,1.0,4.0,3.0,5.0,1.0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,2.0,1,2.0,2.0,20,1.0,4.0,1.0,1.0,1.0,3.0,2.0,0
1689,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,USA,4,107,160,1.0,5.0,5.0,3.0,4.0,5.0,2.0,5.0,5.0,2.0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1.0,2,2.0,1.0,13,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1
1690,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,KWT,9,68,79,1.0,1.0,3.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1.0,3,2.0,2.0,13,1.0,10.0,,2.0,1.0,3.0,2.0,1
1691,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,1.0,5.0,FRA,2,178,306,4.0,5.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,1.0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,2.0,3,1.0,2.0,21,3.0,2.0,2.0,1.0,1.0,1.0,2.0,0
1692,3.0,4.0,2.0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,4.0,5.0,2.0,5.0,1.0,1.0,4.0,5.0,1.0,3.0,IND,41,341,379,3.0,4.0,5.0,1.0,4.0,1.0,3.0,3.0,4.0,1.0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2.0,3,1.0,2.0,18,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0
1693,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,USA,4,86,128,1.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,2.0,2.0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3.0,1,2.0,1.0,28,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1
1694,5.0,5.0,3.0,4.0,5.0,2.0,4.0,4.0,5.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,ARE,3,140,244,3.0,3.0,2.0,4.0,5.0,5.0,5.0,3.0,3.0,1.0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,4.0,2,1.0,2.0,33,1.0,6.0,1.0,1.0,2.0,2.0,2.0,1
